layer,matrix,record,strategy,variant,eig_imag_max,eig_max,eig_min,erank,fro,n_sv_gt_0.01,n_sv_gt_0.5,quota,quota_a,quota_b,rel_fro,sym_err,top10_align,top32_align,trace
11,C_success,V2_vs_V1,global_a0.1,V2|V1,,,,,,,,,0.0201479,0.0209344,0.264958,,0.899925,0.969102,
11,C_failure,V2_vs_V1,global_a0.1,V2|V1,,,,,,,,,0.0205659,0.0213458,0.263921,,0.89991,0.967885,
11,C_contrastive,V2_vs_V1,global_a0.1,V2|V1,,,,,,,,,0.0151271,0.0150826,0.105845,,0.99713,0.99285,
11,C_success,V3_vs_V2,global_a0.1,V3|V2,,,,,,,,,0.0201479,0.0201479,0,,1,1,
11,C_failure,V3_vs_V2,global_a0.1,V3|V2,,,,,,,,,0.0205659,0.0205659,0,,1,1,
11,C_contrastive,V3_vs_V2,global_a0.1,V3|V2,,,,,,,,,0.0150951,0.0151271,0.0586831,,0.996683,0.998145,
11,C_success,V0_vs_V3,global_a0.1,V0|V3,,,,,,,,,0.0395685,0.0201479,1.08379,,0.355748,0.732651,
11,C_failure,V0_vs_V3,global_a0.1,V0|V3,,,,,,,,,0.0398728,0.0205659,1.07546,,0.335827,0.75701,
11,C_contrastive,V0_vs_V3,global_a0.1,V0|V3,,,,,,,,,0.0126593,0.0150951,0.582243,,0.201556,0.511628,
11,C_success,diagnostic,global_a0.5,V0,0,0.999763,0.000878379,273.883,8.23565,597,78,0.107375,,,,4.06016e-11,,,109.952
11,C_failure,diagnostic,global_a0.5,V0,0,0.999757,0.0010562,294.983,8.35674,650,83,0.112877,,,,1.97058e-11,,,115.586
11,C_contrastive,diagnostic,global_a0.5,V0,6.55079e-05,0.488256,0.000238959,403.481,3.07159,564,1,0.0488254,,,,0.190212,,,49.9972
11,C_success,diagnostic,global_a0.5,V1,0,0.99976,6.68299e-05,179.582,7.24977,370,63,0.0787548,,,,8.87088e-14,,,80.645
11,C_failure,diagnostic,global_a0.5,V1,0,0.999754,0.000146577,202.751,7.37357,423,66,0.0840803,,,,8.93114e-11,,,86.0982
11,C_contrastive,diagnostic,global_a0.5,V1,1.92276e-05,0.503879,6.68132e-05,272.533,2.5591,368,1,0.0328497,,,,0.250695,,,33.6381
11,C_success,diagnostic,global_a0.5,V2,0,0.995401,6.67292e-05,179.314,7.19895,370,62,0.0780375,,,,1.7448e-16,,,79.9104
11,C_failure,diagnostic,global_a0.5,V2,0,0.995533,0.000146571,202.575,7.32449,423,65,0.0833797,,,,0,,,85.3808
11,C_contrastive,diagnostic,global_a0.5,V2,0.000102313,0.501575,6.67128e-05,272.734,2.55762,368,1,0.0328415,,,,0.250585,,,33.6297
11,C_success,diagnostic,global_a0.5,V3,0,0.995401,6.67292e-05,179.314,7.19895,370,62,0.0780375,,,,0,,,79.9104
11,C_failure,diagnostic,global_a0.5,V3,0,0.995533,0.000146571,202.575,7.32449,423,65,0.0833797,,,,0,,,85.3808
11,C_contrastive,diagnostic,global_a0.5,V3,0,0.473197,6.67293e-05,276.08,2.47073,369,0,0.0324436,,,,3.5648e-11,,,33.2222
11,C_success,V1_vs_V0,global_a0.5,V1|V0,,,,,,,,,0.0787548,0.107375,0.295468,,0.355976,0.732784,
11,C_failure,V1_vs_V0,global_a0.5,V1|V0,,,,,,,,,0.0840803,0.112877,0.289316,,0.327071,0.750708,
11,C_contrastive,V1_vs_V0,global_a0.5,V1|V0,,,,,,,,,0.0328497,0.0488254,0.525944,,0.622638,0.642568,
11,C_success,V2_vs_V1,global_a0.5,V2|V1,,,,,,,,,0.0780375,0.0787548,0.101326,,0.899925,0.969102,
11,C_failure,V2_vs_V1,global_a0.5,V2|V1,,,,,,,,,0.0833797,0.0840803,0.0972936,,0.89991,0.967885,
11,C_contrastive,V2_vs_V1,global_a0.5,V2|V1,,,,,,,,,0.0328415,0.0328497,0.101864,,0.988643,0.987761,
11,C_success,V3_vs_V2,global_a0.5,V3|V2,,,,,,,,,0.0780375,0.0780375,2.85877e-12,,1,1,
11,C_failure,V3_vs_V2,global_a0.5,V3|V2,,,,,,,,,0.0833797,0.0833797,0,,1,1,
11,C_contrastive,V3_vs_V2,global_a0.5,V3|V2,,,,,,,,,0.0324436,0.0328415,0.17561,,0.971098,0.966054,
11,C_success,V0_vs_V3,global_a0.5,V0|V3,,,,,,,,,0.107375,0.0780375,0.354482,,0.355748,0.732651,
11,C_failure,V0_vs_V3,global_a0.5,V0|V3,,,,,,,,,0.112877,0.0833797,0.345575,,0.335827,0.75701,
11,C_contrastive,V0_vs_V3,global_a0.5,V0|V3,,,,,,,,,0.0488254,0.0324436,0.669849,,0.597552,0.628591,
11,C_success,diagnostic,global_a1.0,V0,0,0.999941,0.00350428,455.553,10.6378,928,136,0.187321,,,,1.29146e-10,,,191.816
11,C_failure,diagnostic,global_a1.0,V0,0,0.999939,0.00421145,487,10.9195,975,142,0.199523,,,,8.5764e-11,,,204.312
11,C_contrastive,diagnostic,global_a1.0,V0,0.000317761,0.505415,6.0436e-05,587.163,4.51964,885,1,0.0929507,,,,0.201342,,,95.1815
11,C_success,diagnostic,global_a1.0,V1,0,0.99994,0.000267265,293.45,9.15983,580,101,0.129381,,,,4.67414e-12,,,132.486
11,C_failure,diagnostic,global_a1.0,V1,0,0.999939,0.000586051,335.327,9.45748,681,110,0.141875,,,,1.25015e-11,,,145.28
11,C_contrastive,diagnostic,global_a1.0,V1,0.000377002,0.510318,6.00581e-05,393.525,3.61403,569,1,0.0580693,,,,0.263215,,,59.463
11,C_success,diagnostic,global_a1.0,V2,0,0.998846,0.000266864,293.28,9.1191,579,101,0.128684,,,,1.41323e-13,,,131.772
11,C_failure,diagnostic,global_a1.0,V2,0,0.99888,0.000586024,335.228,9.41908,680,109,0.141194,,,,2.7311e-13,,,144.583
11,C_contrastive,diagnostic,global_a1.0,V2,0.000157123,0.508801,0.000266466,393.713,3.61439,569,1,0.0580957,,,,0.263213,,,59.49
11,C_success,diagnostic,global_a1.0,V3,0,0.998846,0.000266864,293.28,9.1191,579,101,0.128684,,,,0,,,131.772
11,C_failure,diagnostic,global_a1.0,V3,0,0.99888,0.000586024,335.228,9.41908,680,109,0.141194,,,,0,,,144.583
11,C_contrastive,diagnostic,global_a1.0,V3,0,0.469549,0.000266863,397.183,3.46405,572,0,0.0571181,,,,2.37759e-11,,,58.4889
11,C_success,V1_vs_V0,global_a1.0,V1|V0,,,,,,,,,0.129381,0.187321,0.357971,,0.355974,0.732784,
11,C_failure,V1_vs_V0,global_a1.0,V1|V0,,,,,,,,,0.141875,0.199523,0.340253,,0.327071,0.750708,
11,C_contrastive,V1_vs_V0,global_a1.0,V1|V0,,,,,,,,,0.0580693,0.0929507,0.543104,,0.725596,0.66261,
11,C_success,V2_vs_V1,global_a1.0,V2|V1,,,,,,,,,0.128684,0.129381,0.0778702,,0.899925,0.969102,
11,C_failure,V2_vs_V1,global_a1.0,V2|V1,,,,,,,,,0.141194,0.141875,0.073747,,0.89991,0.967885,
11,C_contrastive,V2_vs_V1,global_a1.0,V2|V1,,,,,,,,,0.0580957,0.0580693,0.0740576,,0.991733,0.992522,
11,C_success,V3_vs_V2,global_a1.0,V3|V2,,,,,,,,,0.128684,0.128684,1.80543e-11,,1,1,
11,C_failure,V3_vs_V2,global_a1.0,V3|V2,,,,,,,,,0.141194,0.141194,1.76161e-11,,1,1,
11,C_contrastive,V3_vs_V2,global_a1.0,V3|V2,,,,,,,,,0.0571181,0.0580957,0.185053,,0.861415,0.945715,
11,C_success,V0_vs_V3,global_a1.0,V0|V3,,,,,,,,,0.187321,0.128684,0.425344,,0.355745,0.732651,
11,C_failure,V0_vs_V3,global_a1.0,V0|V3,,,,,,,,,0.199523,0.141194,0.401843,,0.335829,0.75701,
11,C_contrastive,V0_vs_V3,global_a1.0,V0|V3,,,,,,,,,0.0929507,0.0571181,0.726603,,0.672871,0.642571,
11,C_success,diagnostic,global_a2.0,V0,0,0.999985,0.0138713,666.286,14.3946,1024,269,0.325628,,,,6.99058e-11,,,333.443
11,C_failure,diagnostic,global_a2.0,V0,0,0.999985,0.0166356,702.437,14.8924,1024,289,0.348385,,,,1.10362e-10,,,356.746
11,C_contrastive,diagnostic,global_a2.0,V0,0.000269549,0.493115,1.51394e-05,758.588,6.1729,974,1,0.152393,,,,0.203192,,,156.05
11,C_success,diagnostic,global_a2.0,V1,0,0.999985,0.00106821,447.007,11.8709,799,174,0.214979,,,,1.60116e-10,,,220.139
11,C_failure,diagnostic,global_a2.0,V1,0,0.999985,0.00234009,511.997,12.4328,924,193,0.240906,,,,2.93799e-11,,,246.688
11,C_contrastive,diagnostic,global_a2.0,V1,0.000545578,0.528847,1.52813e-05,531.239,5.023,765,3,0.0976451,,,,0.2948,,,99.9886
11,C_success,diagnostic,global_a2.0,V2,0,0.999711,0.0010666,446.798,11.8411,799,174,0.214342,,,,5.58323e-11,,,219.486
11,C_failure,diagnostic,global_a2.0,V2,0,0.99972,0.00233999,511.866,12.4048,923,192,0.240284,,,,3.05144e-11,,,246.051
11,C_contrastive,diagnostic,global_a2.0,V2,0.00052351,0.528979,0.000273668,531.446,5.02508,766,3,0.0977068,,,,0.294823,,,100.052
11,C_success,diagnostic,global_a2.0,V3,0,0.999711,0.0010666,446.798,11.8411,799,174,0.214342,,,,0,,,219.486
11,C_failure,diagnostic,global_a2.0,V3,0,0.99972,0.00233999,511.866,12.4048,923,192,0.240284,,,,0,,,246.051
11,C_contrastive,diagnostic,global_a2.0,V3,0,0.502192,0.000280338,537.929,4.75603,758,1,0.0953366,,,,5.4509e-13,,,97.6246
11,C_success,V1_vs_V0,global_a2.0,V1|V0,,,,,,,,,0.214979,0.325628,0.409714,,0.355974,0.732784,
11,C_failure,V1_vs_V0,global_a2.0,V1|V0,,,,,,,,,0.240906,0.348385,0.378942,,0.327062,0.750708,
11,C_contrastive,V1_vs_V0,global_a2.0,V1|V0,,,,,,,,,0.0976451,0.152393,0.540446,,0.716924,0.66193,
11,C_success,V2_vs_V1,global_a2.0,V2|V1,,,,,,,,,0.214342,0.214979,0.0549798,,0.899925,0.969102,
11,C_failure,V2_vs_V1,global_a2.0,V2|V1,,,,,,,,,0.240284,0.240906,0.0512271,,0.89991,0.967885,
11,C_contrastive,V2_vs_V1,global_a2.0,V2|V1,,,,,,,,,0.0977068,0.0976451,0.0586533,,0.99446,0.990933,
11,C_success,V3_vs_V2,global_a2.0,V3|V2,,,,,,,,,0.214342,0.214342,8.87727e-11,,1,1,
11,C_failure,V3_vs_V2,global_a2.0,V3|V2,,,,,,,,,0.240284,0.240284,2.13498e-10,,1,1,
11,C_contrastive,V3_vs_V2,global_a2.0,V3|V2,,,,,,,,,0.0953366,0.0977068,0.207001,,0.885184,0.913861,
11,C_success,V0_vs_V3,global_a2.0,V0|V3,,,,,,,,,0.325628,0.214342,0.501351,,0.355745,0.732651,
11,C_failure,V0_vs_V3,global_a2.0,V0|V3,,,,,,,,,0.348385,0.240284,0.458064,,0.335819,0.75701,
11,C_contrastive,V0_vs_V3,global_a2.0,V0|V3,,,,,,,,,0.152393,0.0953366,0.715621,,0.633622,0.620744,
11,C_success,diagnostic,global_a10.0,V0,0,0.999999,0.260169,994.584,26.2788,1024,929,0.800088,,,,1.12809e-10,,,819.29
11,C_failure,diagnostic,global_a10.0,V0,0,0.999999,0.297223,1003.22,27.0093,1024,976,0.828449,,,,1.09227e-10,,,848.331
11,C_contrastive,diagnostic,global_a10.0,V0,3.48847e-05,0.378807,6.03687e-07,697.697,5.81185,881,0,0.140389,,,,0.079126,,,143.758
11,C_success,diagnostic,global_a10.0,V1,0,0.999999,0.0260376,832.962,21.2329,1024,581,0.571297,,,,2.78538e-10,,,585.008
11,C_failure,diagnostic,global_a10.0,V1,0,0.999999,0.0553914,909.393,22.7864,1024,683,0.648792,,,,1.95499e-10,,,664.363
11,C_contrastive,diagnostic,global_a10.0,V1,0.000666438,0.495214,6.28713e-07,706.092,6.86373,905,2,0.161192,,,,0.324945,,,165.061
11,C_success,diagnostic,global_a10.0,V2,0,0.999988,0.0259995,832.693,21.22,1024,581,0.570823,,,,1.41767e-10,,,584.523
11,C_failure,diagnostic,global_a10.0,V2,0,0.999989,0.055389,909.255,22.7755,1024,683,0.648405,,,,1.49727e-10,,,663.967
11,C_contrastive,diagnostic,global_a10.0,V2,0.000827777,0.495444,1.12067e-05,706.52,6.86566,906,2,0.161275,,,,0.325078,,,165.146
11,C_success,diagnostic,global_a10.0,V3,0,0.999988,0.0259995,832.693,21.22,1024,581,0.570823,,,,0,,,584.523
11,C_failure,diagnostic,global_a10.0,V3,0,0.999989,0.055389,909.255,22.7755,1024,683,0.648405,,,,0,,,663.967
11,C_contrastive,diagnostic,global_a10.0,V3,0,0.474054,1.12167e-05,724.848,6.37087,915,0,0.155439,,,,1.29956e-10,,,159.17
11,C_success,V1_vs_V0,global_a10.0,V1|V0,,,,,,,,,0.571297,0.800088,0.389456,,0.35624,0.732783,
11,C_failure,V1_vs_V0,global_a10.0,V1|V0,,,,,,,,,0.648792,0.828449,0.306063,,0.327183,0.75071,
11,C_contrastive,V1_vs_V0,global_a10.0,V1|V0,,,,,,,,,0.161192,0.140389,0.727378,,0.0968172,0.164461,
11,C_success,V2_vs_V1,global_a10.0,V2|V1,,,,,,,,,0.570823,0.571297,0.0228495,,0.899923,0.969102,
11,C_failure,V2_vs_V1,global_a10.0,V2|V1,,,,,,,,,0.648405,0.648792,0.0173916,,0.89991,0.967885,
11,C_contrastive,V2_vs_V1,global_a10.0,V2|V1,,,,,,,,,0.161275,0.161192,0.036558,,0.990341,0.996842,
11,C_success,V3_vs_V2,global_a10.0,V3|V2,,,,,,,,,0.570823,0.570823,1.67694e-10,,1,1,
11,C_failure,V3_vs_V2,global_a10.0,V3|V2,,,,,,,,,0.648405,0.648405,1.13417e-10,,1,1,
11,C_contrastive,V3_vs_V2,global_a10.0,V3|V2,,,,,,,,,0.155439,0.161275,0.225406,,0.856319,0.926586,
11,C_success,V0_vs_V3,global_a10.0,V0|V3,,,,,,,,,0.800088,0.570823,0.483033,,0.356057,0.73266,
11,C_failure,V0_vs_V3,global_a10.0,V0|V3,,,,,,,,,0.828449,0.648405,0.363526,,0.335802,0.757024,
11,C_contrastive,V0_vs_V3,global_a10.0,V0|V3,,,,,,,,,0.140389,0.155439,0.610652,,0.0734042,0.14065,
11,C_success,diagnostic,per_step_0_a1.0,V0,0,0.999927,0.000690652,279.588,8.13076,600,76,0.107357,,,,6.12068e-11,,,109.934
11,C_failure,diagnostic,per_step_0_a1.0,V0,0,0.999924,0.00107824,305.809,8.4072,670,82,0.116195,,,,5.95705e-11,,,118.984
11,C_contrastive,diagnostic,per_step_0_a1.0,V0,0.000630725,0.578268,7.41584e-05,377.109,3.46641,564,2,0.0528547,,,,0.263761,,,54.1232
11,C_success,diagnostic,per_step_0_a1.0,V1,0,0.999925,-1.24343e-08,145.529,7.32878,305,61,0.0740815,,,,3.26617e-11,,,75.8594
11,C_failure,diagnostic,per_step_0_a1.0,V1,0,0.999921,-5.763e-09,181.421,7.65967,381,65,0.0843744,,,,9.87905e-11,,,86.3994
11,C_contrastive,diagnostic,per_step_0_a1.0,V1,0.000639579,0.567489,-1.23595e-08,184.043,2.63468,297,2,0.0277361,,,,0.363594,,,28.4018
11,C_success,diagnostic,per_step_0_a1.0,V2,0,0.996563,-1.28758e-08,145.063,7.26678,304,60,0.0732327,,,,2.26562e-11,,,74.9903
11,C_failure,diagnostic,per_step_0_a1.0,V2,0,0.995331,-5.27449e-09,181.125,7.60141,380,64,0.083546,,,,2.17538e-11,,,85.5511
11,C_contrastive,diagnostic,per_step_0_a1.0,V2,0.000380181,0.56742,-1.28741e-08,183.989,2.63731,298,2,0.0277767,,,,0.364158,,,28.4434
11,C_success,diagnostic,per_step_0_a1.0,V3,0,0.996563,-1.28761e-08,145.063,7.26678,304,60,0.0732327,,,,0,,,74.9903
11,C_failure,diagnostic,per_step_0_a1.0,V3,0,0.995331,-5.27464e-09,181.125,7.60141,380,64,0.083546,,,,0,,,85.5511
11,C_contrastive,diagnostic,per_step_0_a1.0,V3,0.000863442,0.791152,-2.18984e-09,181.297,2.49182,274,1,0.026874,,,,0.147184,,,27.519
11,C_success,V1_vs_V0,per_step_0_a1.0,V1|V0,,,,,,,,,0.0740815,0.107357,0.345779,,0.583035,0.898595,
11,C_failure,V1_vs_V0,per_step_0_a1.0,V1|V0,,,,,,,,,0.0843744,0.116195,0.321616,,0.600109,0.931922,
11,C_contrastive,V1_vs_V0,per_step_0_a1.0,V1|V0,,,,,,,,,0.0277361,0.0528547,0.554593,,0.900902,0.690171,
11,C_success,V2_vs_V1,per_step_0_a1.0,V2|V1,,,,,,,,,0.0732327,0.0740815,0.11859,,0.898742,0.965554,
11,C_failure,V2_vs_V1,per_step_0_a1.0,V2|V1,,,,,,,,,0.083546,0.0843744,0.110747,,0.904325,0.967814,
11,C_contrastive,V2_vs_V1,per_step_0_a1.0,V2|V1,,,,,,,,,0.0277767,0.0277361,0.0919268,,0.99685,0.992121,
11,C_success,V3_vs_V2,per_step_0_a1.0,V3|V2,,,,,,,,,0.0732327,0.0732327,1.60204e-11,,1,1,
11,C_failure,V3_vs_V2,per_step_0_a1.0,V3|V2,,,,,,,,,0.083546,0.083546,4.59674e-11,,1,1,
11,C_contrastive,V3_vs_V2,per_step_0_a1.0,V3|V2,,,,,,,,,0.026874,0.0277767,0.362754,,0.860082,0.87263,
11,C_success,V0_vs_V3,per_step_0_a1.0,V0|V3,,,,,,,,,0.107357,0.0732327,0.40547,,0.515625,0.895137,
11,C_failure,V0_vs_V3,per_step_0_a1.0,V0|V3,,,,,,,,,0.116195,0.083546,0.373265,,0.538151,0.927084,
11,C_contrastive,V0_vs_V3,per_step_0_a1.0,V0|V3,,,,,,,,,0.0528547,0.026874,0.854754,,0.794218,0.649441,
11,C_success,diagnostic,per_step_1_a1.0,V0,0,0.999915,0.000787631,304.079,8.66332,639,87,0.121023,,,,8.83018e-11,,,123.928
11,C_failure,diagnostic,per_step_1_a1.0,V0,0,0.999911,0.00120847,335.711,8.94503,719,92,0.131158,,,,7.8476e-11,,,134.306
11,C_contrastive,diagnostic,per_step_1_a1.0,V0,0.000285409,0.553059,8.6249e-05,405.129,3.65618,602,2,0.0587665,,,,0.265452,,,60.1769
11,C_success,diagnostic,per_step_1_a1.0,V1,0,0.999913,-1.42596e-08,158.447,7.36106,327,60,0.0773543,,,,2.08148e-10,,,79.2108
11,C_failure,diagnostic,per_step_1_a1.0,V1,0,0.999909,-7.33744e-09,200.782,7.66932,421,65,0.0881488,,,,9.26058e-11,,,90.2643
11,C_contrastive,diagnostic,per_step_1_a1.0,V1,0.000640764,0.549171,-1.42405e-08,203.058,2.76804,323,2,0.031168,,,,0.342896,,,31.916
11,C_success,diagnostic,per_step_1_a1.0,V2,0,0.995934,-1.45638e-08,158.024,7.30083,327,59,0.0765234,,,,1.12752e-11,,,78.3599
11,C_failure,diagnostic,per_step_1_a1.0,V2,0,0.99444,-6.34161e-09,200.564,7.61276,421,64,0.0873384,,,,8.66743e-11,,,89.4345
11,C_contrastive,diagnostic,per_step_1_a1.0,V2,0.000634843,0.549797,-1.45678e-08,202.971,2.77019,323,2,0.0312009,,,,0.343008,,,31.9497
11,C_success,diagnostic,per_step_1_a1.0,V3,0,0.995934,-1.45638e-08,158.024,7.30083,327,59,0.0765234,,,,0,,,78.3599
11,C_failure,diagnostic,per_step_1_a1.0,V3,0,0.99444,-6.34206e-09,200.564,7.61276,421,64,0.0873384,,,,0,,,89.4345
11,C_contrastive,diagnostic,per_step_1_a1.0,V3,0.0492596,0.739975,-2.22819e-09,197.666,2.69137,305,2,0.0304788,,,,0.344367,,,31.2103
11,C_success,V1_vs_V0,per_step_1_a1.0,V1|V0,,,,,,,,,0.0773543,0.121023,0.448735,,0.553567,0.873639,
11,C_failure,V1_vs_V0,per_step_1_a1.0,V1|V0,,,,,,,,,0.0881488,0.131158,0.423635,,0.590997,0.903216,
11,C_contrastive,V1_vs_V0,per_step_1_a1.0,V1|V0,,,,,,,,,0.031168,0.0587665,0.616804,,0.782662,0.626084,
11,C_success,V2_vs_V1,per_step_1_a1.0,V2|V1,,,,,,,,,0.0765234,0.0773543,0.115596,,0.899467,0.966683,
11,C_failure,V2_vs_V1,per_step_1_a1.0,V2|V1,,,,,,,,,0.0873384,0.0881488,0.108196,,0.900895,0.968001,
11,C_contrastive,V2_vs_V1,per_step_1_a1.0,V2|V1,,,,,,,,,0.0312009,0.031168,0.0883274,,0.996779,0.994578,
11,C_success,V3_vs_V2,per_step_1_a1.0,V3|V2,,,,,,,,,0.0765234,0.0765234,7.97568e-12,,1,1,
11,C_failure,V3_vs_V2,per_step_1_a1.0,V3|V2,,,,,,,,,0.0873384,0.0873384,6.13476e-11,,1,1,
11,C_contrastive,V3_vs_V2,per_step_1_a1.0,V3|V2,,,,,,,,,0.0304788,0.0312009,0.405204,,0.761918,0.874523,
11,C_success,V0_vs_V3,per_step_1_a1.0,V0|V3,,,,,,,,,0.121023,0.0765234,0.545432,,0.489675,0.869706,
11,C_failure,V0_vs_V3,per_step_1_a1.0,V0|V3,,,,,,,,,0.131158,0.0873384,0.509909,,0.514486,0.899223,
11,C_contrastive,V0_vs_V3,per_step_1_a1.0,V0|V3,,,,,,,,,0.0587665,0.0304788,0.925102,,0.637199,0.580307,
11,C_success,diagnostic,per_step_2_a1.0,V0,0,0.999919,0.000842406,328.85,9.11177,677,93,0.133618,,,,1.06714e-10,,,136.825
11,C_failure,diagnostic,per_step_2_a1.0,V0,0,0.999916,0.00130121,365.656,9.37944,767,99,0.144787,,,,7.40825e-11,,,148.262
11,C_contrastive,diagnostic,per_step_2_a1.0,V0,0.000243974,0.538461,8.22096e-05,431.034,3.85753,637,2,0.064888,,,,0.261467,,,66.4453
11,C_success,diagnostic,per_step_2_a1.0,V1,0,0.999917,-1.60475e-08,176.696,7.6141,348,65,0.0852014,,,,8.5786e-11,,,87.2462
11,C_failure,diagnostic,per_step_2_a1.0,V1,0,0.999914,-7.9653e-09,225.734,7.90542,459,71,0.0968725,,,,9.63212e-11,,,99.1975
11,C_contrastive,diagnostic,per_step_2_a1.0,V1,0.000639621,0.539391,-1.5823e-08,219.966,3.06335,343,2,0.0368037,,,,0.327644,,,37.687
11,C_success,diagnostic,per_step_2_a1.0,V2,0,0.996553,-1.28279e-08,176.283,7.55721,348,65,0.0843846,,,,3.40564e-13,,,86.4098
11,C_failure,diagnostic,per_step_2_a1.0,V2,0,0.995927,-8.26328e-09,225.551,7.85166,458,70,0.0960775,,,,3.2779e-13,,,98.3834
11,C_contrastive,diagnostic,per_step_2_a1.0,V2,0.00039809,0.539655,-1.28753e-08,219.889,3.06548,344,2,0.0368359,,,,0.327592,,,37.7199
11,C_success,diagnostic,per_step_2_a1.0,V3,0,0.996553,-1.28279e-08,176.283,7.55721,348,65,0.0843846,,,,0,,,86.4098
11,C_failure,diagnostic,per_step_2_a1.0,V3,0,0.995927,-8.26409e-09,225.551,7.85166,458,70,0.0960775,,,,0,,,98.3834
11,C_contrastive,diagnostic,per_step_2_a1.0,V3,0.00387683,0.572943,-2.17493e-09,216.508,2.86184,332,1,0.0355431,,,,0.124995,,,36.3961
11,C_success,V1_vs_V0,per_step_2_a1.0,V1|V0,,,,,,,,,0.0852014,0.133618,0.45936,,0.466944,0.827708,
11,C_failure,V1_vs_V0,per_step_2_a1.0,V1|V0,,,,,,,,,0.0968725,0.144787,0.435265,,0.486299,0.85218,
11,C_contrastive,V1_vs_V0,per_step_2_a1.0,V1|V0,,,,,,,,,0.0368037,0.064888,0.609436,,0.741983,0.683663,
11,C_success,V2_vs_V1,per_step_2_a1.0,V2|V1,,,,,,,,,0.0843846,0.0852014,0.109853,,0.90009,0.968191,
11,C_failure,V2_vs_V1,per_step_2_a1.0,V2|V1,,,,,,,,,0.0960775,0.0968725,0.102976,,0.898772,0.968181,
11,C_contrastive,V2_vs_V1,per_step_2_a1.0,V2|V1,,,,,,,,,0.0368359,0.0368037,0.0827852,,0.98545,0.994388,
11,C_success,V3_vs_V2,per_step_2_a1.0,V3|V2,,,,,,,,,0.0843846,0.0843846,2.43592e-11,,1,1,
11,C_failure,V3_vs_V2,per_step_2_a1.0,V3|V2,,,,,,,,,0.0960775,0.0960775,8.38737e-11,,1,1,
11,C_contrastive,V3_vs_V2,per_step_2_a1.0,V3|V2,,,,,,,,,0.0355431,0.0368359,0.318735,,0.829002,0.867863,
11,C_success,V0_vs_V3,per_step_2_a1.0,V0|V3,,,,,,,,,0.133618,0.0843846,0.565111,,0.407934,0.821387,
11,C_failure,V0_vs_V3,per_step_2_a1.0,V0|V3,,,,,,,,,0.144787,0.0960775,0.530493,,0.438969,0.847451,
11,C_contrastive,V0_vs_V3,per_step_2_a1.0,V0|V3,,,,,,,,,0.064888,0.0355431,0.873386,,0.624878,0.628277,
11,C_success,diagnostic,per_step_3_a1.0,V0,0,0.999927,0.000811392,341.265,9.39938,695,102,0.141275,,,,4.13933e-11,,,144.666
11,C_failure,diagnostic,per_step_3_a1.0,V0,0,0.999925,0.00121612,379.996,9.67164,788,108,0.153112,,,,2.6373e-11,,,156.786
11,C_contrastive,diagnostic,per_step_3_a1.0,V0,0.000431935,0.528084,7.36186e-05,444.977,3.94692,656,1,0.0678979,,,,0.260958,,,69.5275
11,C_success,diagnostic,per_step_3_a1.0,V1,0,0.999926,-1.74342e-08,185.546,7.76839,356,69,0.0895992,,,,3.71256e-11,,,91.7496
11,C_failure,diagnostic,per_step_3_a1.0,V1,0,0.999924,-9.59182e-09,237.447,8.06876,474,75,0.101987,,,,1.05935e-10,,,104.434
11,C_contrastive,diagnostic,per_step_3_a1.0,V1,0.000496506,0.535371,-1.75908e-08,227.193,3.21701,350,2,0.0396626,,,,0.320554,,,40.6145
11,C_success,diagnostic,per_step_3_a1.0,V2,0,0.997536,-1.68335e-08,185.13,7.71317,355,68,0.0887867,,,,4.62129e-12,,,90.9176
11,C_failure,diagnostic,per_step_3_a1.0,V2,0,0.997126,-8.20767e-09,237.265,8.01667,474,74,0.101201,,,,1.48026e-11,,,103.63
11,C_contrastive,diagnostic,per_step_3_a1.0,V2,0.000444979,0.534656,-1.6817e-08,227.132,3.21903,350,2,0.0396946,,,,0.320409,,,40.6473
11,C_success,diagnostic,per_step_3_a1.0,V3,0,0.997536,-1.68335e-08,185.13,7.71317,355,68,0.0887867,,,,0,,,90.9176
11,C_failure,diagnostic,per_step_3_a1.0,V3,0,0.997126,-8.2079e-09,237.265,8.01667,474,74,0.101201,,,,0,,,103.63
11,C_contrastive,diagnostic,per_step_3_a1.0,V3,0.0255009,0.578713,-2.21761e-09,220.578,3.13462,343,2,0.0385798,,,,0.385583,,,39.5057
11,C_success,V1_vs_V0,per_step_3_a1.0,V1|V0,,,,,,,,,0.0895992,0.141275,0.46744,,0.406485,0.798026,
11,C_failure,V1_vs_V0,per_step_3_a1.0,V1|V0,,,,,,,,,0.101987,0.153112,0.442653,,0.40969,0.820065,
11,C_contrastive,V1_vs_V0,per_step_3_a1.0,V1|V0,,,,,,,,,0.0396626,0.0678979,0.601811,,0.713482,0.687027,
11,C_success,V2_vs_V1,per_step_3_a1.0,V2|V1,,,,,,,,,0.0887867,0.0895992,0.107098,,0.900415,0.968521,
11,C_failure,V2_vs_V1,per_step_3_a1.0,V2|V1,,,,,,,,,0.101201,0.101987,0.099646,,0.89954,0.968243,
11,C_contrastive,V2_vs_V1,per_step_3_a1.0,V2|V1,,,,,,,,,0.0396946,0.0396626,0.0804739,,0.992347,0.994697,
11,C_success,V3_vs_V2,per_step_3_a1.0,V3|V2,,,,,,,,,0.0887867,0.0887867,4.28159e-11,,1,1,
