layer,matrix,record,strategy,variant,eig_imag_max,eig_max,eig_min,erank,fro,n_sv_gt_0.01,n_sv_gt_0.5,quota,quota_a,quota_b,rel_fro,sym_err,top10_align,top32_align,trace
5,C_success,V0_vs_V3,per_step_2_a1.0,V0|V3,,,,,,,,,0.076059,0.042525,0.647853,,0.523249,0.941439,
5,C_failure,V0_vs_V3,per_step_2_a1.0,V0|V3,,,,,,,,,0.0790045,0.0448883,0.64645,,0.532705,0.940781,
5,C_contrastive,V0_vs_V3,per_step_2_a1.0,V0|V3,,,,,,,,,0.0275979,0.00906036,1.5002,,0.382022,0.422693,
5,C_success,diagnostic,per_step_3_a1.0,V0,0,0.999778,0.000102684,156.233,7.30762,322,61,0.0742331,,,,4.6643e-11,,,76.0146
5,C_failure,diagnostic,per_step_3_a1.0,V0,0,0.999777,0.000137528,165.322,7.38761,341,61,0.0768363,,,,2.49264e-11,,,78.6804
5,C_contrastive,diagnostic,per_step_3_a1.0,V0,7.48316e-08,0.40037,0.000102681,231.084,2.19507,289,0,0.0258054,,,,0.155182,,,26.4248
5,C_success,diagnostic,per_step_3_a1.0,V1,0,0.999767,-7.49082e-09,70.1585,6.04788,152,40,0.0431522,,,,5.4446e-11,,,44.1879
5,C_failure,diagnostic,per_step_3_a1.0,V1,0,0.999764,-2.06951e-09,79.7479,6.09563,171,39,0.0452522,,,,1.51925e-11,,,46.3383
5,C_contrastive,diagnostic,per_step_3_a1.0,V1,6.31671e-10,0.406404,-7.39443e-09,113.04,1.16864,146,0,0.00856344,,,,0.26037,,,8.76896
5,C_success,diagnostic,per_step_3_a1.0,V2,0,0.995498,-7.29647e-09,69.4568,5.97306,152,39,0.0422767,,,,1.78953e-12,,,43.2914
5,C_failure,diagnostic,per_step_3_a1.0,V2,0,0.995014,-2.09436e-09,79.1159,6.02204,170,38,0.0443842,,,,6.67459e-15,,,45.4494
5,C_contrastive,diagnostic,per_step_3_a1.0,V2,3.37433e-06,0.40653,-7.36352e-09,112.64,1.171,146,0,0.00857026,,,,0.257216,,,8.77595
5,C_success,diagnostic,per_step_3_a1.0,V3,0,0.995498,-7.29647e-09,69.4568,5.97306,152,39,0.0422767,,,,0,,,43.2914
5,C_failure,diagnostic,per_step_3_a1.0,V3,0,0.995014,-2.09432e-09,79.1159,6.02204,170,38,0.0443842,,,,0,,,45.4494
5,C_contrastive,diagnostic,per_step_3_a1.0,V3,6.9076e-10,0.47797,-9.69082e-10,109.159,1.18122,143,0,0.00864176,,,,0.125417,,,8.84916
5,C_success,V1_vs_V0,per_step_3_a1.0,V1|V0,,,,,,,,,0.0431522,0.0742331,0.508713,,0.562597,0.939313,
5,C_failure,V1_vs_V0,per_step_3_a1.0,V1|V0,,,,,,,,,0.0452522,0.0768363,0.506783,,0.600238,0.937628,
5,C_contrastive,V1_vs_V0,per_step_3_a1.0,V1|V0,,,,,,,,,0.00856344,0.0258054,0.783575,,0.421461,0.415888,
5,C_success,V2_vs_V1,per_step_3_a1.0,V2|V1,,,,,,,,,0.0422767,0.0431522,0.148234,,0.89953,0.96839,
5,C_failure,V2_vs_V1,per_step_3_a1.0,V2|V1,,,,,,,,,0.0443842,0.0452522,0.145826,,0.899834,0.969125,
5,C_contrastive,V2_vs_V1,per_step_3_a1.0,V2|V1,,,,,,,,,0.00857026,0.00856344,0.100732,,0.970375,0.964687,
5,C_success,V3_vs_V2,per_step_3_a1.0,V3|V2,,,,,,,,,0.0422767,0.0422767,1.28485e-12,,1,1,
5,C_failure,V3_vs_V2,per_step_3_a1.0,V3|V2,,,,,,,,,0.0443842,0.0443842,7.83677e-12,,1,1,
5,C_contrastive,V3_vs_V2,per_step_3_a1.0,V3|V2,,,,,,,,,0.00864176,0.00857026,0.266453,,0.896531,0.960184,
5,C_success,V0_vs_V3,per_step_3_a1.0,V0|V3,,,,,,,,,0.0742331,0.0422767,0.640937,,0.502797,0.936831,
5,C_failure,V0_vs_V3,per_step_3_a1.0,V0|V3,,,,,,,,,0.0768363,0.0443842,0.639607,,0.519738,0.936256,
5,C_contrastive,V0_vs_V3,per_step_3_a1.0,V0|V3,,,,,,,,,0.0258054,0.00864176,1.47061,,0.405623,0.415864,
5,C_success,diagnostic,per_step_4_a1.0,V0,0,0.999816,7.39518e-05,148.933,7.2753,307,61,0.0722806,,,,4.80153e-11,,,74.0154
5,C_failure,diagnostic,per_step_4_a1.0,V0,0,0.999816,0.000103987,157.254,7.34507,326,62,0.0746011,,,,5.15916e-11,,,76.3915
5,C_contrastive,diagnostic,per_step_4_a1.0,V0,0,0.391205,7.39496e-05,225.659,2.06112,273,0,0.0238939,,,,0.156966,,,24.4674
5,C_success,diagnostic,per_step_4_a1.0,V1,0,0.99981,-7.73139e-09,68.3188,6.04342,149,40,0.0427632,,,,4.90777e-13,,,43.7895
5,C_failure,diagnostic,per_step_4_a1.0,V1,0,0.999809,-1.84592e-09,77.0295,6.08811,167,40,0.0446797,,,,2.7266e-11,,,45.752
5,C_contrastive,diagnostic,per_step_4_a1.0,V1,6.2586e-10,0.397136,-7.81281e-09,110.924,1.12738,143,0,0.00813045,,,,0.253727,,,8.32558
5,C_success,diagnostic,per_step_4_a1.0,V2,0,0.996795,-7.41949e-09,67.5988,5.97042,148,39,0.0418998,,,,2.76434e-11,,,42.9054
5,C_failure,diagnostic,per_step_4_a1.0,V2,0,0.996338,-1.83226e-09,76.3766,6.01614,166,39,0.0438235,,,,3.42241e-12,,,44.8752
5,C_contrastive,diagnostic,per_step_4_a1.0,V2,2.1199e-10,0.397282,-7.48004e-09,110.602,1.12851,143,0,0.00812486,,,,0.25114,,,8.31986
5,C_success,diagnostic,per_step_4_a1.0,V3,0,0.996795,-7.41953e-09,67.5988,5.97042,148,39,0.0418998,,,,0,,,42.9054
5,C_failure,diagnostic,per_step_4_a1.0,V3,0,0.996338,-1.83221e-09,76.3766,6.01614,166,39,0.0438235,,,,0,,,44.8752
5,C_contrastive,diagnostic,per_step_4_a1.0,V3,0.00387943,0.371982,-9.18062e-10,111.569,1.07062,143,0,0.00799297,,,,0.0695384,,,8.1848
5,C_success,V1_vs_V0,per_step_4_a1.0,V1|V0,,,,,,,,,0.0427632,0.0722806,0.506236,,0.580665,0.937232,
5,C_failure,V1_vs_V0,per_step_4_a1.0,V1|V0,,,,,,,,,0.0446797,0.0746011,0.504284,,0.544452,0.935338,
5,C_contrastive,V1_vs_V0,per_step_4_a1.0,V1|V0,,,,,,,,,0.00813045,0.0238939,0.783021,,0.449244,0.389885,
5,C_success,V2_vs_V1,per_step_4_a1.0,V2|V1,,,,,,,,,0.0418998,0.0427632,0.146289,,0.899668,0.968333,
5,C_failure,V2_vs_V1,per_step_4_a1.0,V2|V1,,,,,,,,,0.0438235,0.0446797,0.144012,,0.899896,0.968922,
5,C_contrastive,V2_vs_V1,per_step_4_a1.0,V2|V1,,,,,,,,,0.00812486,0.00813045,0.10484,,0.988876,0.962082,
5,C_success,V3_vs_V2,per_step_4_a1.0,V3|V2,,,,,,,,,0.0418998,0.0418998,2.19543e-11,,1,1,
5,C_failure,V3_vs_V2,per_step_4_a1.0,V3|V2,,,,,,,,,0.0438235,0.0438235,8.307e-12,,1,1,
5,C_contrastive,V3_vs_V2,per_step_4_a1.0,V3|V2,,,,,,,,,0.00799297,0.00812486,0.256489,,0.954206,0.981105,
5,C_success,V0_vs_V3,per_step_4_a1.0,V0|V3,,,,,,,,,0.0722806,0.0418998,0.635326,,0.497326,0.93444,
5,C_failure,V0_vs_V3,per_step_4_a1.0,V0|V3,,,,,,,,,0.0746011,0.0438235,0.633487,,0.50166,0.934145,
5,C_contrastive,V0_vs_V3,per_step_4_a1.0,V0|V3,,,,,,,,,0.0238939,0.00799297,1.51894,,0.447215,0.394446,
5,C_success,diagnostic,per_step_5_a1.0,V0,0,0.999841,5.24981e-05,137.592,7.20145,288,60,0.0691449,,,,2.14551e-12,,,70.8043
5,C_failure,diagnostic,per_step_5_a1.0,V0,0,0.999841,7.18407e-05,144.899,7.26293,302,60,0.0711575,,,,1.18171e-11,,,72.8653
5,C_contrastive,diagnostic,per_step_5_a1.0,V0,0,0.383173,5.24968e-05,211.526,1.92152,254,0,0.0213607,,,,0.155881,,,21.8734
5,C_success,diagnostic,per_step_5_a1.0,V1,0,0.999837,-7.7493e-09,65.3065,6.01106,139,39,0.041886,,,,7.72686e-12,,,42.8913
5,C_failure,diagnostic,per_step_5_a1.0,V1,0,0.999837,-1.88442e-09,72.8805,6.05491,155,39,0.0436046,,,,4.13839e-11,,,44.6511
5,C_contrastive,diagnostic,per_step_5_a1.0,V1,4.10726e-10,0.386656,-7.74807e-09,107.046,1.06372,134,0,0.00749166,,,,0.248187,,,7.67146
5,C_success,diagnostic,per_step_5_a1.0,V2,0,0.997546,-7.30634e-09,64.5737,5.94023,138,38,0.0410416,,,,1.38645e-11,,,42.0266
5,C_failure,diagnostic,per_step_5_a1.0,V2,0,0.997128,-1.69636e-09,72.2072,5.98494,155,38,0.0427666,,,,9.72568e-12,,,43.793
5,C_contrastive,diagnostic,per_step_5_a1.0,V2,2.08147e-10,0.386661,-7.36499e-09,106.974,1.06246,135,0,0.00747133,,,,0.246531,,,7.65064
5,C_success,diagnostic,per_step_5_a1.0,V3,0,0.997546,-7.30643e-09,64.5737,5.94023,138,38,0.0410416,,,,0,,,42.0266
5,C_failure,diagnostic,per_step_5_a1.0,V3,0,0.997128,-1.69613e-09,72.2072,5.98494,155,38,0.0427666,,,,0,,,43.793
5,C_contrastive,diagnostic,per_step_5_a1.0,V3,1.19443e-06,0.538618,-8.39127e-10,101.14,1.12244,134,1,0.00762285,,,,0.147893,,,7.80579
5,C_success,V1_vs_V0,per_step_5_a1.0,V1|V0,,,,,,,,,0.041886,0.0691449,0.501322,,0.579143,0.936398,
5,C_failure,V1_vs_V0,per_step_5_a1.0,V1|V0,,,,,,,,,0.0436046,0.0711575,0.499381,,0.549889,0.934333,
5,C_contrastive,V1_vs_V0,per_step_5_a1.0,V1|V0,,,,,,,,,0.00749166,0.0213607,0.785873,,0.395617,0.395195,
5,C_success,V2_vs_V1,per_step_5_a1.0,V2|V1,,,,,,,,,0.0410416,0.041886,0.143845,,0.900078,0.968513,
5,C_failure,V2_vs_V1,per_step_5_a1.0,V2|V1,,,,,,,,,0.0427666,0.0436046,0.141719,,0.899961,0.968828,
5,C_contrastive,V2_vs_V1,per_step_5_a1.0,V2|V1,,,,,,,,,0.00747133,0.00749166,0.118591,,0.994411,0.963818,
5,C_success,V3_vs_V2,per_step_5_a1.0,V3|V2,,,,,,,,,0.0410416,0.0410416,1.90079e-11,,1,1,
5,C_failure,V3_vs_V2,per_step_5_a1.0,V3|V2,,,,,,,,,0.0427666,0.0427666,1.70938e-11,,1,1,
5,C_contrastive,V3_vs_V2,per_step_5_a1.0,V3|V2,,,,,,,,,0.00762285,0.00747133,0.299144,,0.897023,0.980511,
5,C_success,V0_vs_V3,per_step_5_a1.0,V0|V3,,,,,,,,,0.0691449,0.0410416,0.62622,,0.510609,0.933008,
5,C_failure,V0_vs_V3,per_step_5_a1.0,V0|V3,,,,,,,,,0.0711575,0.0427666,0.623858,,0.511351,0.93332,
5,C_contrastive,V0_vs_V3,per_step_5_a1.0,V0|V3,,,,,,,,,0.0213607,0.00762285,1.36949,,0.391196,0.390422,
5,C_success,diagnostic,per_step_6_a1.0,V0,0,0.999865,2.92347e-05,128.065,7.1442,268,59,0.0666188,,,,4.40631e-12,,,68.2176
5,C_failure,diagnostic,per_step_6_a1.0,V0,0,0.999866,4.07927e-05,134.769,7.20467,286,60,0.0684993,,,,5.18556e-11,,,70.1433
5,C_contrastive,diagnostic,per_step_6_a1.0,V0,0,0.375612,2.9234e-05,197.213,1.82704,236,0,0.0193255,,,,0.154097,,,19.7893
5,C_success,diagnostic,per_step_6_a1.0,V1,0,0.999864,-7.66812e-09,63.2035,5.97654,129,38,0.0412136,,,,9.78714e-12,,,42.2027
5,C_failure,diagnostic,per_step_6_a1.0,V1,0,0.999864,-1.99373e-09,70.177,6.02536,145,39,0.0428989,,,,1.9601e-12,,,43.9285
5,C_contrastive,diagnostic,per_step_6_a1.0,V1,4.95253e-10,0.372717,-7.66695e-09,102.764,1.02895,124,0,0.0071299,,,,0.243734,,,7.30102
5,C_success,diagnostic,per_step_6_a1.0,V2,0,0.998178,-8.31494e-09,62.4553,5.90797,129,37,0.040388,,,,2.78668e-11,,,41.3573
5,C_failure,diagnostic,per_step_6_a1.0,V2,0,0.997827,-1.73668e-09,69.4854,5.95759,144,38,0.0420792,,,,1.07948e-13,,,43.0891
5,C_contrastive,diagnostic,per_step_6_a1.0,V2,1.52253e-06,0.372636,-8.33585e-09,103.054,1.02421,125,0,0.00709195,,,,0.243792,,,7.26215
5,C_success,diagnostic,per_step_6_a1.0,V3,0,0.998178,-8.31509e-09,62.4553,5.90797,129,37,0.040388,,,,0,,,41.3573
5,C_failure,diagnostic,per_step_6_a1.0,V3,0,0.997827,-1.73676e-09,69.4854,5.95759,144,38,0.0420792,,,,0,,,43.0891
5,C_contrastive,diagnostic,per_step_6_a1.0,V3,0.00028199,0.46646,-7.17587e-10,99.7318,1.0465,125,0,0.00714819,,,,0.130896,,,7.31974
5,C_success,V1_vs_V0,per_step_6_a1.0,V1|V0,,,,,,,,,0.0412136,0.0666188,0.495764,,0.614272,0.938339,
5,C_failure,V1_vs_V0,per_step_6_a1.0,V1|V0,,,,,,,,,0.0428989,0.0684993,0.493262,,0.580157,0.936273,
5,C_contrastive,V1_vs_V0,per_step_6_a1.0,V1|V0,,,,,,,,,0.0071299,0.0193255,0.789665,,0.424613,0.412301,
5,C_success,V2_vs_V1,per_step_6_a1.0,V2|V1,,,,,,,,,0.040388,0.0412136,0.141446,,0.900144,0.968604,
5,C_failure,V2_vs_V1,per_step_6_a1.0,V2|V1,,,,,,,,,0.0420792,0.0428989,0.139312,,0.900603,0.96879,
5,C_contrastive,V2_vs_V1,per_step_6_a1.0,V2|V1,,,,,,,,,0.00709195,0.0071299,0.142593,,0.931708,0.969676,
5,C_success,V3_vs_V2,per_step_6_a1.0,V3|V2,,,,,,,,,0.040388,0.040388,3.78168e-11,,1,1,
5,C_failure,V3_vs_V2,per_step_6_a1.0,V3|V2,,,,,,,,,0.0420792,0.0420792,5.58154e-11,,1,1,
5,C_contrastive,V3_vs_V2,per_step_6_a1.0,V3|V2,,,,,,,,,0.00714819,0.00709195,0.255399,,0.973634,0.963261,
5,C_success,V0_vs_V3,per_step_6_a1.0,V0|V3,,,,,,,,,0.0666188,0.040388,0.618102,,0.534519,0.933879,
5,C_failure,V0_vs_V3,per_step_6_a1.0,V0|V3,,,,,,,,,0.0684993,0.0420792,0.614497,,0.525451,0.93527,
5,C_contrastive,V0_vs_V3,per_step_6_a1.0,V0|V3,,,,,,,,,0.0193255,0.00714819,1.3918,,0.419996,0.402495,
5,C_success,diagnostic,per_step_7_a1.0,V0,0,0.999883,1.39556e-05,118.65,7.08399,250,59,0.0642452,,,,6.97218e-11,,,65.7871
5,C_failure,diagnostic,per_step_7_a1.0,V0,0,0.999884,1.9567e-05,125.055,7.14719,265,59,0.0661188,,,,5.28783e-11,,,67.7056
5,C_contrastive,diagnostic,per_step_7_a1.0,V0,0,0.36814,1.39554e-05,177.377,1.77751,217,0,0.0176085,,,,0.149548,,,18.0311
5,C_success,diagnostic,per_step_7_a1.0,V1,0,0.999882,-8.31341e-09,61.7118,5.93634,120,38,0.0407306,,,,7.16095e-12,,,41.7081
5,C_failure,diagnostic,per_step_7_a1.0,V1,0,0.999883,-1.93307e-09,68.3819,5.99523,131,38,0.0425031,,,,4.13353e-11,,,43.5232
5,C_contrastive,diagnostic,per_step_7_a1.0,V1,1.42723e-05,0.358098,-8.34515e-09,96.2992,1.03686,115,0,0.00708643,,,,0.237382,,,7.25651
5,C_success,diagnostic,per_step_7_a1.0,V2,0,0.998592,-8.43499e-09,60.9698,5.87049,119,37,0.0399355,,,,1.23942e-12,,,40.894
5,C_failure,diagnostic,per_step_7_a1.0,V2,0,0.998291,-1.93691e-09,67.6817,5.93017,131,38,0.0417087,,,,4.60102e-13,,,42.7097
5,C_contrastive,diagnostic,per_step_7_a1.0,V2,1.94736e-10,0.357104,-8.40998e-09,97.1068,1.02619,115,0,0.00703269,,,,0.240071,,,7.20147
5,C_success,diagnostic,per_step_7_a1.0,V3,0,0.998592,-8.43496e-09,60.9698,5.87049,119,37,0.0399355,,,,0,,,40.894
5,C_failure,diagnostic,per_step_7_a1.0,V3,0,0.998291,-1.93714e-09,67.6817,5.93017,131,38,0.0417087,,,,0,,,42.7097
5,C_contrastive,diagnostic,per_step_7_a1.0,V3,3.34478e-06,0.348559,-6.67585e-10,97.4034,0.99322,115,0,0.00696001,,,,0.06689,,,7.12705
5,C_success,V1_vs_V0,per_step_7_a1.0,V1|V0,,,,,,,,,0.0407306,0.0642452,0.485794,,0.61219,0.944922,
5,C_failure,V1_vs_V0,per_step_7_a1.0,V1|V0,,,,,,,,,0.0425031,0.0661188,0.482303,,0.627432,0.957039,
5,C_contrastive,V1_vs_V0,per_step_7_a1.0,V1|V0,,,,,,,,,0.00708643,0.0176085,0.79874,,0.354738,0.424326,
5,C_success,V2_vs_V1,per_step_7_a1.0,V2|V1,,,,,,,,,0.0399355,0.0407306,0.13715,,0.900001,0.968691,
5,C_failure,V2_vs_V1,per_step_7_a1.0,V2|V1,,,,,,,,,0.0417087,0.0425031,0.135696,,0.900245,0.968741,
5,C_contrastive,V2_vs_V1,per_step_7_a1.0,V2|V1,,,,,,,,,0.00703269,0.00708643,0.179457,,0.898691,0.961516,
5,C_success,V3_vs_V2,per_step_7_a1.0,V3|V2,,,,,,,,,0.0399355,0.0399355,3.7458e-12,,1,1,
5,C_failure,V3_vs_V2,per_step_7_a1.0,V3|V2,,,,,,,,,0.0417087,0.0417087,1.17384e-11,,1,1,
5,C_contrastive,V3_vs_V2,per_step_7_a1.0,V3|V2,,,,,,,,,0.00696001,0.00703269,0.19417,,0.938335,0.972414,
5,C_success,V0_vs_V3,per_step_7_a1.0,V0|V3,,,,,,,,,0.0642452,0.0399355,0.60477,,0.568008,0.934692,
5,C_failure,V0_vs_V3,per_step_7_a1.0,V0|V3,,,,,,,,,0.0661188,0.0417087,0.59947,,0.576003,0.937726,
5,C_contrastive,V0_vs_V3,per_step_7_a1.0,V0|V3,,,,,,,,,0.0176085,0.00696001,1.43,,0.352428,0.416734,
5,C_success,diagnostic,per_step_8_a1.0,V0,0,0.999896,4.93115e-06,110.799,7.03083,224,56,0.0624072,,,,2.40622e-11,,,63.9049
5,C_failure,diagnostic,per_step_8_a1.0,V0,0,0.999896,6.8822e-06,117.254,7.09875,239,57,0.0643866,,,,1.99535e-12,,,65.9319
5,C_contrastive,diagnostic,per_step_8_a1.0,V0,0.000277586,0.366722,4.93113e-06,156.261,1.77,191,0,0.016445,,,,0.14061,,,16.8397
5,C_success,diagnostic,per_step_8_a1.0,V1,0,0.999895,-8.63878e-09,60.7787,5.88338,110,38,0.0403943,,,,3.14048e-13,,,41.3637
5,C_failure,diagnostic,per_step_8_a1.0,V1,0,0.999896,-2.03923e-09,67.4146,5.95836,124,39,0.0423675,,,,6.25705e-11,,,43.3843
5,C_contrastive,diagnostic,per_step_8_a1.0,V1,4.32255e-10,0.359148,-8.72829e-09,88.6965,1.0943,106,0,0.00740672,,,,0.232768,,,7.58448
5,C_success,diagnostic,per_step_8_a1.0,V2,0,0.998858,-8.32248e-09,60.0389,5.81929,110,37,0.0396276,,,,2.85185e-11,,,40.5786
5,C_failure,diagnostic,per_step_8_a1.0,V2,0,0.998585,-1.92643e-09,66.7275,5.89564,123,38,0.0416076,,,,1.74895e-12,,,42.6062
5,C_contrastive,diagnostic,per_step_8_a1.0,V2,1.775e-10,0.357084,-8.38577e-09,89.9096,1.07601,106,0,0.00734067,,,,0.239282,,,7.51685
5,C_success,diagnostic,per_step_8_a1.0,V3,0,0.998858,-8.32243e-09,60.0389,5.81929,110,37,0.0396276,,,,0,,,40.5786
5,C_failure,diagnostic,per_step_8_a1.0,V3,0,0.998585,-1.92653e-09,66.7275,5.89564,123,38,0.0416076,,,,0,,,42.6062
5,C_contrastive,diagnostic,per_step_8_a1.0,V3,0.00294134,0.349073,-6.31664e-10,90.3757,1.04137,104,0,0.00726167,,,,0.061459,,,7.43595
5,C_success,V1_vs_V0,per_step_8_a1.0,V1|V0,,,,,,,,,0.0403943,0.0624072,0.471776,,0.701112,0.952853,
5,C_failure,V1_vs_V0,per_step_8_a1.0,V1|V0,,,,,,,,,0.0423675,0.0643866,0.466286,,0.712535,0.956239,
5,C_contrastive,V1_vs_V0,per_step_8_a1.0,V1|V0,,,,,,,,,0.00740672,0.016445,0.816299,,0.276715,0.41298,
5,C_success,V2_vs_V1,per_step_8_a1.0,V2|V1,,,,,,,,,0.0396276,0.0403943,0.133444,,0.899996,0.969254,
5,C_failure,V2_vs_V1,per_step_8_a1.0,V2|V1,,,,,,,,,0.0416076,0.0423675,0.130601,,0.90031,0.968712,
5,C_contrastive,V2_vs_V1,per_step_8_a1.0,V2|V1,,,,,,,,,0.00734067,0.00740672,0.224084,,0.892736,0.950352,
5,C_success,V3_vs_V2,per_step_8_a1.0,V3|V2,,,,,,,,,0.0396276,0.0396276,3.35832e-11,,1,1,
5,C_failure,V3_vs_V2,per_step_8_a1.0,V3|V2,,,,,,,,,0.0416076,0.0416076,3.39776e-11,,1,1,
5,C_contrastive,V3_vs_V2,per_step_8_a1.0,V3|V2,,,,,,,,,0.00726167,0.00734067,0.22429,,0.96635,0.935194,
5,C_success,V0_vs_V3,per_step_8_a1.0,V0|V3,,,,,,,,,0.0624072,0.0396276,0.588635,,0.638518,0.930048,
5,C_failure,V0_vs_V3,per_step_8_a1.0,V0|V3,,,,,,,,,0.0643866,0.0416076,0.57953,,0.658119,0.938874,
5,C_contrastive,V0_vs_V3,per_step_8_a1.0,V0|V3,,,,,,,,,0.016445,0.00726167,1.38668,,0.261971,0.411517,
5,C_success,diagnostic,per_step_9_a1.0,V0,0,0.999906,2.6667e-06,104.222,6.94805,198,53,0.0604525,,,,2.66573e-11,,,61.9034
5,C_failure,diagnostic,per_step_9_a1.0,V0,0,0.999906,3.79927e-06,111.119,7.02729,214,54,0.0626826,,,,1.50954e-12,,,64.187
5,C_contrastive,diagnostic,per_step_9_a1.0,V0,0,0.364722,2.6667e-06,140.973,1.73634,168,0,0.0154911,,,,0.133178,,,15.8629
5,C_success,diagnostic,per_step_9_a1.0,V1,0,0.999905,-9.09072e-09,60.1648,5.7727,105,38,0.0397215,,,,4.11786e-12,,,40.6748
5,C_failure,diagnostic,per_step_9_a1.0,V1,0,0.999906,-2.13545e-09,67.3243,5.87217,120,39,0.0420787,,,,4.48655e-10,,,43.0886
5,C_contrastive,diagnostic,per_step_9_a1.0,V1,4.4884e-10,0.363991,-9.21828e-09,83.9272,1.17023,100,0,0.00807406,,,,0.236934,,,8.26784
5,C_success,diagnostic,per_step_9_a1.0,V2,0,0.99911,-1.05109e-08,59.4951,5.703,104,38,0.0389564,,,,7.21714e-12,,,39.8914
5,C_failure,diagnostic,per_step_9_a1.0,V2,0,0.998873,-2.30987e-09,66.7058,5.8055,120,38,0.0413311,,,,1.46427e-11,,,42.323
5,C_contrastive,diagnostic,per_step_9_a1.0,V2,1.89755e-10,0.36181,-1.05814e-08,84.3609,1.16644,100,0,0.00807877,,,,0.239898,,,8.27266
5,C_success,diagnostic,per_step_9_a1.0,V3,0,0.99911,-1.05109e-08,59.4951,5.703,104,38,0.0389564,,,,0,,,39.8914
5,C_failure,diagnostic,per_step_9_a1.0,V3,0,0.998873,-2.3098e-09,66.7058,5.8055,120,38,0.0413311,,,,0,,,42.323
5,C_contrastive,diagnostic,per_step_9_a1.0,V3,0.000704928,0.355102,-7.85435e-10,84.9974,1.12793,98,0,0.00798442,,,,0.0586631,,,8.17604
5,C_success,V1_vs_V0,per_step_9_a1.0,V1|V0,,,,,,,,,0.0397215,0.0604525,0.452043,,0.833673,0.942941,
5,C_failure,V1_vs_V0,per_step_9_a1.0,V1|V0,,,,,,,,,0.0420787,0.0626826,0.441758,,0.819595,0.943156,
5,C_contrastive,V1_vs_V0,per_step_9_a1.0,V1|V0,,,,,,,,,0.00807406,0.0154911,0.842592,,0.247202,0.36877,
5,C_success,V2_vs_V1,per_step_9_a1.0,V2|V1,,,,,,,,,0.0389564,0.0397215,0.135706,,0.899958,0.973773,
5,C_failure,V2_vs_V1,per_step_9_a1.0,V2|V1,,,,,,,,,0.0413311,0.0420787,0.130379,,0.900647,0.971616,
5,C_contrastive,V2_vs_V1,per_step_9_a1.0,V2|V1,,,,,,,,,0.00807877,0.00807406,0.243364,,0.953702,0.978299,
5,C_success,V3_vs_V2,per_step_9_a1.0,V3|V2,,,,,,,,,0.0389564,0.0389564,2.36689e-11,,1,1,
5,C_failure,V3_vs_V2,per_step_9_a1.0,V3|V2,,,,,,,,,0.0413311,0.0413311,3.85515e-11,,1,1,
5,C_contrastive,V3_vs_V2,per_step_9_a1.0,V3|V2,,,,,,,,,0.00798442,0.00807877,0.207738,,0.921662,0.910615,
5,C_success,V0_vs_V3,per_step_9_a1.0,V0|V3,,,,,,,,,0.0604525,0.0389564,0.569645,,0.76575,0.924559,
5,C_failure,V0_vs_V3,per_step_9_a1.0,V0|V3,,,,,,,,,0.0626826,0.0413311,0.552897,,0.759359,0.926778,
5,C_contrastive,V0_vs_V3,per_step_9_a1.0,V0|V3,,,,,,,,,0.0154911,0.00798442,1.30407,,0.231314,0.365686,
11,C_success,diagnostic,global_a0.1,V0,0,0.9941,3.51648e-05,75.6319,5.41668,136,39,0.0395685,,,,4.78606e-13,,,40.5181
11,C_failure,diagnostic,global_a0.1,V0,0,0.993971,4.22908e-05,78.7129,5.40621,142,38,0.0398728,,,,0,,,40.8298
11,C_contrastive,diagnostic,global_a0.1,V0,0,0.398892,3.51643e-05,133.746,1.43972,135,0,0.0126593,,,,0.125016,,,12.9631
11,C_success,diagnostic,global_a0.1,V1,0,0.994032,2.67331e-06,69.1463,3.03966,101,10,0.0209344,,,,0,,,21.4369
11,C_failure,diagnostic,global_a0.1,V1,0,0.993896,5.86398e-06,74.0138,3.02622,110,8,0.0213458,,,,4.28333e-13,,,21.8581
11,C_contrastive,diagnostic,global_a0.1,V1,0,0.41479,2.67327e-06,81.2815,1.99952,101,0,0.0150826,,,,0.0945831,,,15.4446
11,C_success,diagnostic,global_a0.1,V2,0,0.896452,2.66937e-06,69.8808,2.89767,100,9,0.0201479,,,,0,,,20.6315
11,C_failure,diagnostic,global_a0.1,V2,0,0.899144,5.86361e-06,74.9162,2.88504,109,7,0.0205659,,,,0,,,21.0595
11,C_contrastive,diagnostic,global_a0.1,V2,0,0.413865,2.66937e-06,81.0724,2.00392,100,0,0.0151271,,,,0.0868321,,,15.4902
11,C_success,diagnostic,global_a0.1,V3,0,0.896452,2.66937e-06,69.8808,2.89767,100,9,0.0201479,,,,0,,,20.6315
11,C_failure,diagnostic,global_a0.1,V3,0,0.899144,5.86361e-06,74.9162,2.88504,109,7,0.0205659,,,,0,,,21.0595
11,C_contrastive,diagnostic,global_a0.1,V3,0,0.411006,2.66934e-06,81.2279,1.9945,100,0,0.0150951,,,,1.34712e-09,,,15.4574
11,C_success,V1_vs_V0,global_a0.1,V1|V0,,,,,,,,,0.0209344,0.0395685,0.560068,,0.355976,0.732784,
11,C_failure,V1_vs_V0,global_a0.1,V1|V0,,,,,,,,,0.0213458,0.0398728,0.554221,,0.327071,0.750708,
11,C_contrastive,V1_vs_V0,global_a0.1,V1|V0,,,,,,,,,0.0150826,0.0126593,0.791629,,0.212205,0.515462,
